partner,course,skills,rating,reviewcount,level,certificatetype,duration,crediteligibility
University of Michigan,Python Project: pillow tesseract and opencv,"[Computer Programming, Python Programming]",40,19000,Intermediate , Course , 1 - 4 Weeks,false
Vanderbilt University,Android App Development,"[Mobile Development, Android Development, Computer Programming, Java Programming, Programming Principles, Application Development, Mobile Development Tools, Computer Programming Tools, Software Engineering, Data Structures, Problem Solving]",45,36000,Beginner , Specialization , 3 - 6 Months,false
University of Michigan,Inspiring and Motivating Individuals,"[Human Resources, Communication, Leadership Development, Leadership and Management]",48,54000,Beginner , Course , 1 - 4 Weeks,false
Emory University,Weight Management: Beyond Balancing Calories,"[Leadership and Management]",47,11000,Beginner , Course , 1 - 3 Months,false
Duke University,Spark Hadoop and Snowflake for Data Engineering,"[Big Data, Data Warehousing, Python Programming]",0,0,Advanced , Course , 1 - 4 Weeks,false
Yale University,Everyday Parenting: The ABCs of Child Rearing,"[(28k reviews)]",49,28000,Beginner , Course , 1 - 4 Weeks,false
Tecnológico de Monterrey,Diseño Instruccional: Aprendizaje activo y Pedagogía digital,"[Innovation, Critical Thinking, Planning]",47,972,Beginner , Specialization , 3 - 6 Months,false
University of Michigan,Financial Technology (Fintech) Innovations,"[FinTech, Finance, BlockChain, Decision Making, Risk Management, Financial Analysis, Investment Management, Leadership and Management, Critical Thinking, Data Analysis, Innovation, Machine Learning, Algorithms, Entrepreneurship, Strategy, Cryptography, Data Mining, Payments, Strategy and Operations, Cyberattacks, Network Security, Probability & Statistics, Statistical Machine Learning, Computer Programming]",47,24000,Beginner , Specialization , 3 - 6 Months,false
PwC,Data-driven Decision Making,"[Big Data, Business Analysis, Data Analysis, Data Management, Data Visualization, Decision Making, Business Process Management, Critical Thinking, Customer Analysis, Exploratory Data Analysis]",46,6000,Beginner , Course , 1 - 4 Weeks,false
Michigan State University,Write A Feature Length Screenplay For Film Or Television,"[Writing]",46,192,Beginner , Course , 3 - 6 Months,false
Arizona State University,Teach English Now! Foundational Principles,"[Mergers & Acquisitions]",49,139000,Mixed , Course , 1 - 3 Months,false
Meta,Introduction to Back-End Development,"[HTML and CSS, React (web framework), Web Development, Front-End Web Development, Web Design, Web Development Tools]",48,26000,Beginner , Course , 1 - 4 Weeks,false
California Institute of the Arts,Visual Elements of User Interface Design,"[Design and Product, Front-End Web Development, Interactive Design, User Experience, User Experience Design, Visual Design, Visualization (Computer Graphics), Web Design]",47,58000,Beginner , Course , 1 - 3 Months,false
MedCerts,Medical Terminology and the Human Body Fundamentals,"[(32 reviews)]",48,32,Beginner , Course , 1 - 4 Weeks,false
DeepLearningAI,Generative AI for Everyone,"[Course]",0,0,Course,0,0,false
Microsoft,Introduction to Microsoft Azure Cloud Services,"[Cloud Applications, Cloud Computing, Cloud Infrastructure, Microsoft Azure, Cloud Management, Cloud Platforms, Cloud Standards, Cloud-Based Integration, Software As A Service, Account Management, Cloud Storage, Databases]",46,18000,Beginner , Course , 1 - 4 Weeks,false
Duke University,Introduction to Logic and Critical Thinking,"[Critical Thinking, Human Learning]",46,33000,Beginner , Specialization , 3 - 6 Months,false
The State University of New Yor000,Foundations for Assisting in Home Care,"[(361 reviews)]",48,361,Mixed , Course , 3 - 6 Months,false
Northwestern University,Social Media Marketing,"[Marketing, Social Media, Communication, Digital Marketing, Media Strategy & Planning, Market Research, Strategy, Marketing Management, Brand Management, Advertising, Entrepreneurship, Decision Making, Market Analysis, Research and Design, Customer Success, People Management]",46,53000,Beginner , Specialization , 3 - 6 Months,false
Autodesk,CAD and Digital Manufacturing,"[Design and Product, Product Design, Feature Engineering, Computer Graphics, Interactive Design, Computer Graphic Techniques, Graphics Software, Research and Design, Software Engineering Tools, Graphic Design, Visualization (Computer Graphics), Hardware Design, Product Development, Visual Design, Geometry, User Experience Design, Strategy and Operations, Communication, Decision Making, Product Management, System Software, Collaboration, Computer Programming, Other Cloud Platforms and Tools]",47,5000,Intermediate , Specialization , 3 - 6 Months,false
University of Illinois at Urbana-Champaign,Federal Taxation I: Individuals Employees and Sole Proprietors,"[Accounting, Taxes, Critical Thinking, Finance, Financial Accounting, General Accounting, Problem Solving, Regulations and Compliance, Generally Accepted Accounting Principles (GAAP), Benefits]",49,599,Intermediate , Course , 1 - 3 Months,false
Yale University,Introduction to Medical Software,"[Software Engineering, Software Testing, Entrepreneurship, User Research]",48,119,Intermediate , Course , 3 - 6 Months,false
University of Colorado Boulder,Everyday Excel Part 1,"[Business Analysis, Data Analysis, Data Analysis Software, Microsoft Excel, Spreadsheet Software, Critical Thinking, Problem Solving, Data Management, Mathematics, Data Visualization]",47,32000,Beginner , Course , 1 - 3 Months,false
University of Minnesota,User Interface Design,"[Human Computer Interaction, User Experience, Research and Design, User Experience Design, User Research, Design and Product, Interactive Design, People Analysis, Product Design, Software Testing]",46,17000,Intermediate , Specialization , 3 - 6 Months,false
IESE Business School,Strategy and Sustainability,"[Leadership and Management, Strategy, Strategy and Operations, Critical Thinking, Risk Management, Business Analysis, Business Transformation, Decision Making, Regulations and Compliance, Change Management, Planning]",47,471,Beginner , Course , 1 - 3 Months,false
University of Colorado System,C++ Programming for Unreal Game Development,"[Computer Programming, C Programming Language Family, Computer Programming Tools, Programming Principles]",45,159,Intermediate , Specialization , 3 - 6 Months,false
University of Michigan,Sleep: Neurobiology Medicine and Society,"[(714 reviews)]",48,714,Beginner , Course , 1 - 3 Months,false
Columbia University,Introduction to Financial Engineering and Risk Management,"[Finance, Mathematics, Probability & Statistics, Risk Management, Securities Sales, Securities Trading]",46,158,Intermediate , Course , 1 - 3 Months,false
University of Pittsburgh,Clinical Terminology for International and US Students,"[Communication]",48,3000,Beginner , Course , 1 - 3 Months,false
University of Illinois at Urbana-Champaign,Financial Planning for Young Adults,"[Finance, Financial Management, Leadership and Management, Planning, Cash Management, Decision Making, Account Management, Budget Management, Financial Analysis, Risk Management]",46,13000,Beginner , Course , 1 - 3 Months,false
Pontificia Universidad Católica de Chile,English for Common Interactions in the Workplace: Basic Level,"[(13k reviews)]",47,13000,Mixed , Course , 1 - 3 Months,false
Universidad Nacional Autónoma de México,Finanzas corporativas,"[Finance, Business Analysis, Accounting, Data Analysis, Mathematical Theory & Analysis, Mathematics, Account Management, Calculus, Financial Accounting, Financial Analysis, Investment Management, Operational Analysis, Applied Mathematics, Process Analysis, Banking, Behavioral Economics, Microsoft Excel, Business Process Management, Entrepreneurial Finance, Estimation, Financial Management, Leadership and Management, Operations Management, Risk Management, Econometrics]",47,26000,Intermediate , Specialization , 3 - 6 Months,false
Coursera Project Network,Understanding Basic SQL Syntax,"[SQL]",47,84,Beginner , Guided Project , Less Than 2 Hours,false
Nanyang Technological University,Introduction to Forensic Science,"[(22k reviews)]",49,22000,Mixed , Course , 1 - 3 Months,false
University of Minnesota,Software Development Lifecycle,"[Software Engineering, Agile Software Development, Design and Product, Problem Solving, Software Architecture, Software Testing, Leadership and Management, Project Management, Scrum (Software Development), Software Engineering Tools, Continuous Delivery, Product Development, User Experience, Application Development, Communication, Planning, Product Management, Collaboration, Estimation, Computer Programming Tools, System Software, Theoretical Computer Science, Search Engine Optimization, Investment Management]",47,9000,Intermediate , Specialization , 3 - 6 Months,false
MathWorks,Image Processing for Engineering and Science,"[Matlab, Data Visualization, Computer Graphic Techniques, Computer Vision, Scientific Visualization, Visualization (Computer Graphics)]",48,114,Beginner , Specialization , 1 - 3 Months,false
Starweaver,Relationship Management and Business Development,"[Business Development, Customer Relationship Management, Leadership and Management]",46,20,Intermediate , Course , 1 - 4 Weeks,false
University of Colorado Boulder,Expressway to Data Science: Essential Math,"[Mathematics, Algebra, Calculus, Linear Algebra, Mathematical Theory & Analysis, Differential Equations, Plot (Graphics), Problem Solving, Applied Mathematics, Graph Theory]",45,308,Intermediate , Specialization , 3 - 6 Months,false
Meta,React Basics,"[React (web framework), Front-End Web Development, Javascript, Web Development]",47,14000,Beginner , Course , 1 - 4 Weeks,false
University of Colorado Boulder,Introduction to High-Performance and Parallel Computing,"[Computer Programming, Distributed Computing Architecture, Computational Thinking, Computer Architecture, Computer Programming Tools, Linux]",32,81,Beginner , Course , 1 - 4 Weeks,false
The Hong Kong University of Science and Technology,FinTech: Finance Industry Transformation and Regulation,"[FinTech, Finance, Risk Management, Banking, Leadership and Management, Innovation, Regulations and Compliance, BlockChain, E-Commerce, Financial Analysis, Business Process Management, Data Analysis, Exploratory Data Analysis, Payments, Business Development, Computer Security Incident Management, Human Factors (Security)]",47,763,Beginner , Specialization , 3 - 6 Months,false
HRCI,Learning and Development,"[Training]",47,100,Beginner , Course , 1 - 4 Weeks,false
University of Michigan,Alexander Technique: Balanced Posture for Ease and Comfort,"[Beginner · Course · 1 - 3 Months]",0,0,Beginner , Course , 1 - 3 Months,false
University of Michigan,Introduction to Data Science in Python,"[Computer Programming, Data Analysis, Data Management, Python Programming, Statistical Programming, Data Mining, Extract, Transform, Load, Computer Programming Tools, Critical Thinking, Exploratory Data Analysis, General Statistics]",45,268000,Intermediate , Course , 1 - 4 Weeks,false
Advancing Women in Tech,Real-World Cloud Product Management,"[Security Engineering, Cloud Computing, Business, Product Management]",47,65,Beginner , Specialization , 1 - 3 Months,true
JetBrains,Kotlin for Java Developers,"[Computer Programming, Programming Principles, Algorithms, Data Structures, Problem Solving, Computational Logic, Mathematics, Software Engineering]",47,2000,Intermediate , Course , 1 - 3 Months,false
University of Illinois at Urbana-Champaign,Accounting Data Analytics,"[Python Programming, Statistical Programming, Data Analysis, Machine Learning, Computer Programming, Data Visualization, Probability & Statistics, Regression, Data Structures, Plot (Graphics), Accounting, General Statistics, Statistical Analysis, Algorithms, Databases, Machine Learning Algorithms, SQL, Theoretical Computer Science, Data Architecture, Microsoft Excel]",47,517,Intermediate , Specialization , 3 - 6 Months,true
IESE Business School,Claves de la Dirección de Empresas,"[Business Analysis, Leadership and Management, Strategy, Accounting, Communication, Finance, Data Analysis, Operational Analysis, Strategy and Operations, Calculus, Process Analysis, Business Psychology, Financial Accounting, Financial Analysis, Accounts Payable and Receivable, Business Intelligence, Culture, Human Resources, Market Analysis, Marketing, Media Strategy & Planning, Benefits, Collaboration, Influencing, Marketing Psychology, Persona Research, Behavioral Economics, General Accounting, Problem Solving]",48,32000,Beginner , Specialization , 3 - 6 Months,false
Macquarie University,Analysing: Numeric and digital literacies,"[Business Analysis, Accounting, Finance, Data Analysis, Entrepreneurship, Business Intelligence, Customer Analysis, Data Visualization, Data Visualization Software, Financial Accounting, Big Data, Data Analysis Software, General Statistics, Leadership and Management, Management Accounting, Market Research, Marketing, Probability & Statistics, Research and Design, Correlation And Dependence, Financial Analysis, Probability Distribution, Financial Management, Communication, Digital Marketing, Market Analysis, Organizational Development, Tableau Software]",46,11000,Beginner , Specialization , 3 - 6 Months,false
University of California Irvine,Initiating and Planning Projects,"[Project Management, Conflict Management, Leadership and Management, Planning]",47,224000,Mixed , Course , 1 - 3 Months,false
Meta,Fundamentals of Social Media Advertising,"[Advertising, Communication, Digital Marketing, Marketing, Sales, Marketing Design, Research and Design, Social Media, Brand Management]",48,21000,Beginner , Course , 1 - 3 Months,false
University of California Davis,Health Information Literacy for Data Analytics,"[Data Analysis, Data Management, Clinical Data Management, Data Model, Data Structures, Databases, Leadership and Management, Data Warehousing, Big Data, Extract, Transform, Load]",44,201,Intermediate , Specialization , 3 - 6 Months,false
University of Geneva,Water Cooperation and Diplomacy,"[Negotiation]",0,0,Intermediate , Course , 1 - 3 Months,false
University of California San Diego,Big Data,"[Data Analysis, Big Data, Data Management, Databases, Data Model, Exploratory Data Analysis, Machine Learning, Data Structures, Data Analysis Software, Data Visualization, SQL, Data Mining, Distributed Computing Architecture, Apache, Database Design, Extract, Transform, Load, Graph Theory, Probability & Statistics, Statistical Programming, Mathematics, Data Architecture, Data Warehousing, Machine Learning Algorithms, Process Analysis, Leadership and Management, Cloud Computing, PostgreSQL, Statistical Visualization, Algorithms, Human Learning]",45,136000,Beginner , Specialization , 3 - 6 Months,false
The University of Notre Dame,Ethical Leadership,"[Leadership and Management, Communication]",48,51,Beginner , Specialization , 3 - 6 Months,false
LearnQuest,Mastering Final Cut Pro,"[Media Production, Computer Graphics, Graphics Software, Visual Design, Computer Graphic Techniques, Creativity, Interactive Design, Media Strategy & Planning, Social Media]",45,197,Beginner , Course , 1 - 3 Months,false
Emory University,Finance for Non-Financial Managers,"[Accounting, Finance, Financial Analysis, Financial Accounting, General Accounting, Financial Management, Generally Accepted Accounting Principles (GAAP), Leadership and Management, Business Analysis, Data Analysis]",44,385,Intermediate , Course , 1 - 3 Months,false
University of London,Refugees in the 21st Century,"[(501 reviews)]",48,501,Beginner , Course , 1 - 3 Months,false
University of Pennsylvania,Operations Analytics,"[Data Analysis, Forecasting, Leadership and Management, Mathematical Theory & Analysis, Mathematics, Operations Management, Operations Research, Probability & Statistics, Spreadsheet Software, Statistical Analysis]",47,5000,Mixed , Course , 1 - 4 Weeks,false
LearnQuest,Introduction to Scrum Master Training,"[Agile Software Development, Collaboration, Leadership and Management, Planning, Product Development, Product Lifecycle, Product Management, Project Management, Scrum (Software Development), Business Communication, Software Engineering]",47,17000,Beginner , Course , 1 - 3 Months,false
Commonwealth Education Trust,Foundations of Teaching for Learning: Introduction,"[Human Learning, Planning]",46,744,Mixed , Course , 1 - 4 Weeks,false
University at Buffalo,Improving Leadership & Governance in Nonprofit Organizations,"[Leadership and Management, Strategy, Strategy and Operations, Organizational Development, Business Psychology, Entrepreneurship, Marketing, Planning, Sales, Supply Chain and Logistics, Leadership Development, Performance Management, Risk Management]",44,222,Beginner , Specialization , 3 - 6 Months,false
Universidad de Palermo,Dirección y Gestión de Negocios,"[Communication, Marketing, Organizational Development, Process Analysis, Strategy, Business Communication, Business Intelligence, Decision Making, Leadership and Management, Negotiation, Persona Research, Continuous Integration, Econometrics, Human Resources, Innovation, Operational Analysis, Planning, Project Management, Strategy and Operations, Marketing Design, Marketing Management, Probability & Statistics, Probability Distribution, Behavioral Economics, Cloud Load Balancing, Computational Logic, Customer Analysis, Extract, Transform, Load, Finance, General Statistics, User Experience Design, Business, Professional Development]",48,16000,Beginner , Specialization , 1 - 3 Months,false
HEC Paris,Investment Management in an Evolving and Volatile World by HEC Paris and AXA Investment Managers,"[Finance, Investment Management, Leadership and Management, Financial Analysis, Financial Management, Mathematics, Risk Management, Statistical Analysis, Market Analysis, Correlation And Dependence]",46,733,Intermediate , Course , 1 - 4 Weeks,false
IBM,Cybersecurity Compliance Framework & System Administration,"[Cryptography, Linux, System Software]",47,31000,Beginner , Course , 1 - 3 Months,false
Johns Hopkins University,Foundations of Global Health,"[Leadership and Management, Training, Human Learning, Planning, Culture]",47,11000,Beginner , Specialization , 3 - 6 Months,false
Google Cloud,Building No-Code Apps with AppSheet,"[Application Development, Mobile Development Tools, Spreadsheet Software, User Experience, Data Management, Databases, Google Cloud Platform, User Experience Design, Cloud Applications, Mobile Development]",47,124,Beginner , Specialization , 3 - 6 Months,false
University of Pennsylvania,A Crash Course in Causality:  Inferring Causal Effects from Observational Data,"[General Statistics, Probability & Statistics, Statistical Tests, Data Analysis, Statistical Analysis, Experiment, Probability Distribution, R Programming, Regression, Statistical Programming]",47,518,Intermediate , Course , 1 - 3 Months,false
Microsoft,Data Modeling in Power BI,"[Data Analysis, Data Model, Power BI]",43,90,Beginner , Course , 1 - 4 Weeks,false
Google,The Nuts and Bolts of Machine Learning,"[Machine Learning, Python Programming]",48,149,Advanced , Course , 1 - 3 Months,false
IBM,Coding for Beginners: An Easy Introduction,"[Computer Programming, Python Programming]",29,18,Beginner , Guided Project , Less Than 2 Hours,false
University of Geneva,Children's Human Rights - An Interdisciplinary Introduction,"[(2k reviews)]",47,2000,Beginner , Course , 1 - 3 Months,false
Google,Цифровий маркетинг і електронна комерція від Google,"[Digital Marketing, Marketing, E-Commerce, Problem Solving, Social Media, Advertising, Marketing Management, Search Engine Optimization, Strategy, Data Analysis, Sales, Market Analysis, Process Analysis, Advertising Sales, Algorithms, Business Analysis, Data Structures, Google App Engine, Web Development Tools, Account Management]",49,12000,Beginner , Professional Certificate , 3 - 6 Months,false
Johns Hopkins University,Data Science: Statistics and Machine Learning,"[R Programming, Data Analysis, Statistical Analysis, Statistical Programming, Probability & Statistics, Statistical Machine Learning, General Statistics, Machine Learning Algorithms, Human Learning, Machine Learning, Problem Solving, Statistical Tests, Regression, Computer Programming, Algorithms, Applied Machine Learning, Correlation And Dependence, Data Model, Estimation, Probability Distribution, Machine Learning Software, Natural Language Processing, Basic Descriptive Statistics, Exploratory Data Analysis, Computer Graphics, Data Visualization, Interactive Data Visualization, Plot (Graphics), Product Development, Web Development]",44,71000,Intermediate , Specialization , 3 - 6 Months,false
University of London,Foundations of Data Science: K-Means Clustering in Python,"[Data Analysis, Computer Programming, Python Programming, Statistical Analysis, Statistical Programming, Applied Machine Learning, Basic Descriptive Statistics, Data Visualization, General Statistics, Machine Learning, Machine Learning Algorithms]",46,619,Beginner , Course , 1 - 3 Months,false
University of California Irvine,Conflict Management,"[Collaboration, Communication, Conflict Management, Leadership and Management]",44,2000,Beginner , Specialization , 3 - 6 Months,false
Sciences Po,Politics and Economics of International Energy,"[(17k reviews)]",47,17000,Beginner , Course , 1 - 3 Months,false
IBM,Penetration Testing Incident Response and Forensics,"[Security Strategy, Computer Security Incident Management, Python Programming, Computer Programming, Leadership and Management]",46,22000,Beginner , Course , 1 - 4 Weeks,false
Duke University,English Composition I,"[Writing]",46,11000,Beginner , Course , 1 - 3 Months,false
University of Colorado System,Data Warehousing for Business Intelligence,"[Data Warehousing, Data Management, Databases, Database Design, Business Intelligence, Data Model, Database Administration, Business Analysis, SQL, Data Analysis, Data Architecture, Warehouse Management, Data Visualization, Leadership and Management, Systems Design, Database Application, Extract, Transform, Load, Critical Thinking, Performance Management, Marketing Design]",45,39000,Advanced , Specialization , 3 - 6 Months,false
University of California San Diego,Algorithmic Toolbox,"[Algorithms, Computer Programming, Problem Solving, Theoretical Computer Science, Computational Thinking, Critical Thinking, Computer Programming Tools, Computational Logic, Data Structures, Programming Principles, Software Testing]",46,123000,Intermediate , Course , 1 - 3 Months,false
University of Toronto,Gender Analytics: Gender Equity through Inclusive Design,"[Research and Design, Critical Thinking, Organizational Development, People Analysis, Business Analysis, Decision Making, Data Analysis, Emotional Intelligence, Leadership and Management, People Development, Strategy and Operations, Business Psychology, Communication, Data Management, Human Resources, Leadership Development, Problem Solving, Strategy, User Experience Design, Change Management, General Statistics, Human Computer Interaction, Innovation, Probability & Statistics, Statistical Analysis, User Experience, Creativity, Market Research]",48,478,Beginner , Specialization , 3 - 6 Months,false
Coursera Project Network,ChatGPT for Beginners: Save time with Microsoft Excel,"[Data Management, Microsoft Excel]",46,27,Intermediate , Guided Project , Less Than 2 Hours,false
University of Western Australia,Blood Film Morphology - A Practical Guide,"[(50 reviews)]",48,50,Intermediate , Course , 1 - 3 Months,false
Louisiana State University,Flores Master of Business Administration,"[Degree]",0,0,Degree,0,0,false
University of Illinois at Urbana-Champaign,Managerial Economics and Business Analysis,"[Market Analysis, Finance, Business Analysis, Financial Analysis, Data Analysis, Behavioral Economics, Decision Making, Econometrics, Probability & Statistics, Accounting, Banking, General Statistics, Statistical Analysis, Leadership and Management, Basic Descriptive Statistics, Exploratory Data Analysis, Financial Accounting, Financial Management, Strategy and Operations, Investment Management, Market Research, Probability Distribution, Regulations and Compliance, Marketing, Risk Management, Securities Trading, Statistical Tests, Correlation And Dependence, Securities Sales, Strategy, Taxes, Game Theory, Microsoft Excel]",48,38000,Beginner , Specialization , 3 - 6 Months,true
Infosec,Python for Cybersecurity,"[Python Programming, Computer Programming]",45,334,Intermediate , Specialization , 3 - 6 Months,false
University of Colorado Boulder,Introduction to Systems Engineering,"[Risk Management]",50,17,Beginner , Specialization , 3 - 6 Months,false
University of Pennsylvania,People Analytics,"[Data Analysis, Human Resources, Human Resources Operations, Leadership and Management, Organizational Development, People Analysis, People Management, Performance Management, Talent Management, People Development, Collaboration]",46,59000,Mixed , Course , 1 - 4 Weeks,false
University of Virginia,Foundations of Business Strategy,"[Entrepreneurship, Leadership and Management, Marketing, Sales, Strategy, Strategy and Operations, Market Analysis]",48,29000,Beginner , Course , 1 - 4 Weeks,false
National Academy of Sports Medicine,Science of Diet and Exercise,"[(35 reviews)]",46,35,Intermediate , Specialization , 1 - 4 Weeks,false
University of California Irvine,Learn English: Advanced Grammar and Punctuation,"[Writing]",48,25000,Advanced , Specialization , 3 - 6 Months,false
IBM,Introduction to Containers w/ Docker Kubernetes & OpenShift,"[Kubernetes, Docker (Software), Cloud Computing]",44,630,Intermediate , Course , 1 - 3 Months,false
Imperial College London,Epidemiology for Public Health,"[Epidemiology, Data Analysis, General Statistics, Probability & Statistics, Critical Thinking, Statistical Tests, Research and Design, Statistical Analysis, Basic Descriptive Statistics, Biostatistics, Problem Solving, Regression, Experiment]",48,11000,Beginner , Specialization , 1 - 3 Months,false
University of London,Machine Learning for All,"[Algorithms, Artificial Neural Networks, Deep Learning, Human Learning, Machine Learning, Machine Learning Algorithms, Statistical Machine Learning, Critical Thinking, Data Analysis, Decision Making, Training]",47,33000,Beginner , Course , 1 - 4 Weeks,false
University of Colorado Boulder,Probability Theory: Foundation for Data Science,"[Probability & Statistics, General Statistics, Probability Distribution, Correlation And Dependence, Mathematics]",44,138,Intermediate , Course , 1 - 3 Months,false
MedCerts,Medical Billing and Coding Essentials,"[(82 reviews)]",48,82,Beginner , Course , 1 - 4 Weeks,false
Stanford University,Evaluations of AI Applications in Healthcare,"[(174 reviews)]",45,174,Beginner , Course , 1 - 3 Months,false
Hebrew University of Jerusalem,Build a Modern Computer from First Principles: Nand to Tetris Part II (project-centered course),"[Computer Programming, Computer Architecture]",49,492,Mixed , Course , 1 - 3 Months,false
Duke University,Introduction to Genetics and Evolution,"[(15k reviews)]",48,15000,Mixed , Course , 1 - 3 Months,false
University of London,Cyber Security Fundamentals,"[Computer Security Incident Management, Computer Security Models, Cryptography, Leadership and Management, Mobile Security, Risk Management, Security Engineering, System Security]",47,117,Beginner , Course , 1 - 4 Weeks,false
Google,Introduction to Git and GitHub,"[Collaboration, Computer Programming, Python Programming]",48,7000,Beginner , Course , 1 - 4 Weeks,false
University of California Irvine,Diversity and Inclusion for HR Professionals,"[Change Management, Culture, Human Resources, Leadership Development, Leadership and Management, Organizational Development, Critical Thinking, Human Resources Operations, Recruitment, Strategy and Operations]",47,168,Beginner , Course , 1 - 4 Weeks,false
Arizona State University,AI Foundations: Prompt Engineering with ChatGPT,"[(8 reviews)]",39,8,Beginner , Course , 1 - 3 Months,false
University of London,Global Diplomacy: the United Nations in the World,"[(15k reviews)]",47,15000,Beginner , Course , 1 - 3 Months,false
Meta,Advertising with Meta,"[Advertising, Digital Marketing, Marketing, Media Strategy & Planning, Social Media, Marketing Management]",48,22000,Beginner , Course , 1 - 3 Months,false
University of Geneva,Rédaction de contrats,"[Leadership and Management, Writing]",48,759,Mixed , Course , 1 - 3 Months,false
University of California Irvine,Introduction to Cybersecurity & Risk Management,"[Leadership and Management, Risk Management]",47,210,Beginner , Specialization , 1 - 3 Months,false
Copenhagen Business School,Business Models For Sustainability,"[(23 reviews)]",47,23,Beginner , Course , 1 - 3 Months,false
Duke University,FinTech Law and Policy,"[FinTech, Finance, Regulations and Compliance, Banking, Payments, Financial Management, BlockChain, Entrepreneurial Finance, Accounts Payable and Receivable, Securities Trading]",48,813,Beginner , Course , 1 - 3 Months,false
University of California San Diego,Drug Discovery,"[(35k reviews)]",46,35000,Beginner , Course , 1 - 3 Months,false
Stanford University,Introduction to Logic,"[Computational Logic, Mathematics, Problem Solving, Critical Thinking]",44,624,Intermediate , Course , 1 - 3 Months,false
Università Bocconi,Financing and Investing in Infrastructure,"[Finance, Investment Management, Leadership and Management, Project Management, Financial Analysis, Financial Management, Risk Management, Strategy and Operations, Contract Management, Business Analysis]",48,19000,Mixed , Course , 1 - 3 Months,false
The University of Edinburgh,EDIVET: Do you have what it takes to be a veterinarian?,"[(23k reviews)]",48,23000,Mixed , Course , 1 - 3 Months,false
SAS,SAS Advanced Programmer,"[SAS (Software), Statistical Programming, SQL, Databases, Computer Programming, Data Analysis, Data Management]",48,345,Intermediate , Professional Certificate , 3 - 6 Months,true
Wesleyan University,Schizophrenia,"[(21k reviews)]",48,21000,Intermediate , Course , 1 - 3 Months,false
University of Pennsylvania,Negotiations,"[(32 reviews)]",45,32,Beginner , Course , 1 - 4 Weeks,false
Google,Google Data Analytics,"[]",0,0,,0,0,false
Google,Google Cybersecurity,"[]",0,0,,0,0,false
The University of Sydney,Innovation Through Design: Think Make Break Repeat,"[Creativity, Critical Thinking, Design and Product, Innovation, Interactive Design, Problem Solving, Product Design, Research and Design, User Experience, User Experience Design]",47,18000,Beginner , Course , 1 - 3 Months,false
University of Washington,Introduction to Public Speaking,"[Communication, Critical Thinking, Decision Making, Human Learning, Problem Solving, Process Analysis, Strategy, Continuous Delivery, Creativity, Professional Development, Writing]",48,2000,Beginner , Course , 1 - 3 Months,false
University of Toronto,The Social Context of Mental Health and Illness,"[Communication]",47,510,Mixed , Course , 1 - 3 Months,false
INSEAD,Blockchain Revolution in Financial Services,"[BlockChain, Finance, Cryptography, FinTech, Business Transformation, Innovation, Distributed Computing Architecture, Payments, Leadership and Management, System Security, Network Security, Accounting, Banking, Business Process Management, Financial Accounting, Financial Management, Organizational Development, Problem Solving, Security Strategy, Planning]",47,923,Beginner , Specialization , 3 - 6 Months,false
ESSEC Business School,Diversité et inclusion sur le lieu de travail,"[Business Communication, Business Psychology, Collaboration, Conflict Management, Emotional Intelligence, Entrepreneurship, HR Tech, People Management, Strategy, Strategy and Operations]",49,8,Beginner , Course , 1 - 4 Weeks,false
Technical University of Denmark (DTU),Introduction to Industrial Bioprocess Development,"[Experiment]",48,115,Beginner , Course , 1 - 3 Months,false
Wesleyan University,Creative Writing: The Craft of Plot,"[Storytelling]",47,47000,Mixed , Course , 1 - 4 Weeks,false
University of Leeds,Foundations of Software Testing and Validation,"[Software Testing]",47,73,Beginner , Course , 1 - 4 Weeks,false
University of London,Responsive Website Development and Design,"[Web Development, Front-End Web Development, Javascript, Web Development Tools, Web Design, HTML and CSS, Interactive Design, Databases, Computer Programming, Programming Principles, Database Application, Back-End Web Development, User Experience, Decision Making, Design and Product, Application Development, Computational Thinking, Problem Solving, Process Analysis]",45,75000,Beginner , Specialization , 3 - 6 Months,false
University of Michigan,High Stakes Leadership: Leading in Times of Crisis,"[Leadership and Management, Leadership Development, Entrepreneurship, Business Psychology, Finance, Human Resources, Human Resources Operations, Organizational Development, Risk Management, Communication, Change Management]",47,407,Intermediate , Course , 1 - 4 Weeks,false
INSEAD,Web3 and Blockchain in Global Commerce,"[BlockChain, Finance, Leadership and Management, Cryptography, FinTech, Innovation, Strategy, Strategy and Operations, Business Transformation, Risk Management, System Security, Distributed Computing Architecture, Network Model, Network Security, Internet Of Things, Software Security]",47,46,Beginner , Specialization , 3 - 6 Months,false
Google Cloud,Building Scalable Java Microservices with Spring Boot and Spring Cloud,"[Cloud Applications, Cloud Computing, Cloud Infrastructure, Cloud Platforms, Google App Engine, Google Cloud Platform, Java Programming, Kubernetes]",43,12000,Intermediate , Course , 1 - 4 Weeks,false
The University of North Carolina at Chapel Hill,Positive Psychology,"[(58k reviews)]",47,58000,Mixed , Course , 1 - 3 Months,false
Fractal Analytics,GenAI for Everyone,"[Critical Thinking, Problem Solving]",42,88,Beginner , Course , 1 - 4 Weeks,false
Macquarie University,Excel Fundamentals for Data Analysis,"[Business Analysis, Spreadsheet Software, Data Analysis, Leadership and Management, Microsoft Excel]",48,35000,Intermediate , Course , 1 - 3 Months,false
